regulation of response to stress,regulation of response to wounding,positive regulation of signal transduction by p53 class mediator,muscle contraction,detoxification of copper ion,immune response,hallmark inflammatory response,epithelium development,tissue development,cell adhesion,cell migration,response to stimulus,cellular response to stress,regulation of growth,regulation of cell population proliferation,intermediate filament cytoskeleton organization,S,G2/M ,G2/M transition of mitotic cell cycle,cell cycle G1/S phase transition,detection of mechanical stimulus,ATP-dependent chromatin remodeler activity,Cytoskeleton,P53 Pathway,Apoptosis,Inflamation
,,,,,,,,,,,CHIA,,,ATOH8,,,,,,,,MEFV,,,
,,,,,,,,,,,OR13C8,,,SSBP3,,,,,,,,MACF1,,,
,,,,,,,,,,,OR13C5,,,POU3F3,,,,,,,,TYK2,,,
,,,,,,,,,,,OR13C2,,,NTRK1,,,,,,,,ANKRD53,,,
,,,,,,,,,,,OR13C9,,,ADORA1,,,,,,,,CLTC,,,
,,,,,,,,,,,NRBP2,,,EAF2,,,,,,,,CFAP251,,,
,,,,,,,,,,,CSN1S1,,,ZAP70,,,,,,,,EXOC4,,,
,,,,,,,,,,,HTR1A,,,PDCL3,,,,,,,,MYADM,,,
,,,,,,,,,,,RNF111,,,JUN,,,,,,,,TP53,,,
,,,,,,,,,,,ABCA1,,,TMEM127,,,,,,,,GPER1,,,
,,,,,,,,,,,AXL,,,MARCHF7,,,,,,,,SEPTIN12,,,
,,,,,,,,,,,EPPK1,,,FZD5,,,,,,,,CCDC181,,,
,,,,,,,,,,,GPHN,,,CD28,,,,,,,,CLUAP1,,,
,,,,,,,,,,,PARP10,,,PODN,,,,,,,,MYL2,,,
,,,,,,,,,,,OR2F2,,,TNN,,,,,,,,GRIN2B,,,
,,,,,,,,,,,OR2F1,,,ATF3,,,,,,,,DLG4,,,
,,,,,,,,,,,OR6B1,,,DISC1,,,,,,,,MAP4,,,
,,,,,,,,,,,ACTR5,,,CSF3R,,,,,,,,KLHL21,,,
,,,,,,,,,,,RNF121,,,FABP3,,,,,,,,TUBA1A,,,
,,,,,,,,,,,FBXO45,,,TP73,,,,,,,,CASP8,,,
,,,,,,,,,,,CCL3L3,,,KIFAP3,,,,,,,,UBR4,,,
,,,,,,,,,,,HTN1,,,RC3H1,,,,,,,,TEKT1,,,
,,,,,,,,,,,CCL18,,,CDC73,,,,,,,,CDK5RAP3,,,
,,,,,,,,,,,CCL3,,,LMNA,,,,,,,,HTRA2,,,
,,,,,,,,,,,NIBAN1,,,TNFSF4,,,,,,,,CEP97,,,
,,,,,,,,,,,CCL4,,,TIE1,,,,,,,,FAM161A,,,
,,,,,,,,,,,EPB41L5,,,DPT,,,,,,,,CCT4,,,
,,,,,,,,,,,JCHAIN,,,DUSP10,,,,,,,,DNAH17,,,
,,,,,,,,,,,LAMTOR1,,,PROX1,,,,,,,,LASP1,,,
,,,,,,,,,,,CCL4L2,,,SMYD2,,,,,,,,CKAP5,,,
,,,,,,,,,,,OR10J5,,,TBX19,,,,,,,,ARPC5,,,
,,,,,,,,,,,ALDH18A1,,,ITGB3BP,,,,,,,,CXCR2,,,
,,,,,,,,,,,PYDC2,,,SLAMF1,,,,,,,,KITLG,,,
,,,,,,,,,,,RNF168,,,HDAC1,,,,,,,,IPP,,,
,,,,,,,,,,,LIAS,,,LDLRAP1,,,,,,,,TCTE1,,,
,,,,,,,,,,,TNFRSF11A,,,DHCR24,,,,,,,,MARK2,,,
,,,,,,,,,,,NOS3,,,FAM98A,,,,,,,,TMOD4,,,
,,,,,,,,,,,OR13A1,,,MEIS1,,,,,,,,SLMAP,,,
,,,,,,,,,,,ALOX5,,,KIF14,,,,,,,,LLGL1,,,
,,,,,,,,,,,WFDC10B,,,TRNP1,,,,,,,,JMY,,,
,,,,,,,,,,,CYC1,,,VCAM1,,,,,,,,OVGP1,,,
,,,,,,,,,,,FGFR1OP2,,,HP1BP3,,,,,,,,PJA2,,,
,,,,,,,,,,,XCL1,,,ZP4,,,,,,,,SESTD1,,,
,,,,,,,,,,,SHARPIN,,,MDM4,,,,,,,,ARHGDIA,,,
,,,,,,,,,,,ABCD2,,,SELENON,,,,,,,,HOOK1,,,
,,,,,,,,,,,NEURL4,,,,,,,,,,,PRKCI,,,
,,,,,,,,,,,ADIPOQ,,,,,,,,,,,TTLL6,,,
,,,,,,,,,,,PLIN1,,,,,,,,,,,CKAP2L,,,
,,,,,,,,,,,CH25H,,,,,,,,,,,CALCOCO2,,,
,,,,,,,,,,,LIPA,,,,,,,,,,,PEAK3,,,
,,,,,,,,,,,STOML2,,,,,,,,,,,RAPGEF3,,,
,,,,,,,,,,,ADM,,,,,,,,,,,KANSL2,,,
,,,,,,,,,,,RPL39,,,,,,,,,,,TCHH,,,
,,,,,,,,,,,RNF113A,,,,,,,,,,,NEDD1,,,
,,,,,,,,,,,TRAV1-1,,,,,,,,,,,GABARAPL1,,,
,,,,,,,,,,,OR10G2,,,,,,,,,,,DYNLT1,,,
,,,,,,,,,,,TRAV1-2,,,,,,,,,,,SCIN,,,
,,,,,,,,,,,TRAV2,,,,,,,,,,,CFAP300,,,
,,,,,,,,,,,TP53INP1,,,,,,,,,,,PTP4A1,,,
,,,,,,,,,,,TRAV3,,,,,,,,,,,MAPKAPK5,,,
,,,,,,,,,,,PLK1,,,,,,,,,,,PSRC1,,,
,,,,,,,,,,,TRAV4,,,,,,,,,,,TOGARAM2,,,
,,,,,,,,,,,TRAV5,,,,,,,,,,,SSH1,,,
,,,,,,,,,,,BCL2L2,,,,,,,,,,,CALM2,,,
,,,,,,,,,,,ZNF175,,,,,,,,,,,CKAP4,,,
,,,,,,,,,,,ASIC3,,,,,,,,,,,TCP11L2,,,
,,,,,,,,,,,TSHR,,,,,,,,,,,PROSER3,,,
,,,,,,,,,,,VCPIP1,,,,,,,,,,,ARL6IP5,,,
,,,,,,,,,,,HAS1,,,,,,,,,,,LMOD3,,,
,,,,,,,,,,,FPR2,,,,,,,,,,,ACTR6,,,
,,,,,,,,,,,CRY2,,,,,,,,,,,AURKC,,,
,,,,,,,,,,,FPR3,,,,,,,,,,,PPP4R2,,,
,,,,,,,,,,,NR5A2,,,,,,,,,,,DCAF1,,,
,,,,,,,,,,,ETV5,,,,,,,,,,,CHEK1,,,
,,,,,,,,,,,IL12RB1,,,,,,,,,,,EEF1A1,,,
,,,,,,,,,,,IFIT3,,,,,,,,,,,PHLDB2,,,
,,,,,,,,,,,SCYL3,,,,,,,,,,,TAGLN3,,,
,,,,,,,,,,,SAXO1,,,,,,,,,,,ATM,,,
,,,,,,,,,,,CDK5,,,,,,,,,,,WIPF1,,,
,,,,,,,,,,,RRAGA,,,,,,,,,,,FBLIM1,,,
,,,,,,,,,,,TANC1,,,,,,,,,,,IFT80,,,
,,,,,,,,,,,FKBP5,,,,,,,,,,,EML6,,,
,,,,,,,,,,,TMUB1,,,,,,,,,,,RDX,,,
,,,,,,,,,,,EIF2S1,,,,,,,,,,,CNN2,,,
,,,,,,,,,,,MAPK10,,,,,,,,,,,PPP1R12C,,,
,,,,,,,,,,,RAB3A,,,,,,,,,,,ITGB1BP1,,,
,,,,,,,,,,,PLA2G6,,,,,,,,,,,RUSC1,,,
,,,,,,,,,,,DNAJA3,,,,,,,,,,,ADAM17,,,
,,,,,,,,,,,MAPK7,,,,,,,,,,,ARHGEF2,,,
,,,,,,,,,,,JUND,,,,,,,,,,,CLASP2,,,
,,,,,,,,,,,MCMDC2,,,,,,,,,,,DDR2,,,
,,,,,,,,,,,BATF,,,,,,,,,,,TEX35,,,
,,,,,,,,,,,XRCC4,,,,,,,,,,,PRPF19,,,
,,,,,,,,,,,HERPUD2,,,,,,,,,,,ENAH,,,
,,,,,,,,,,,CREB3L1,,,,,,,,,,,KIF18A,,,
,,,,,,,,,,,ARID5B,,,,,,,,,,,KIF1B,,,
,,,,,,,,,,,MFAP4,,,,,,,,,,,SPTBN2,,,
,,,,,,,,,,,NMUR2,,,,,,,,,,,BIRC6,,,
,,,,,,,,,,,CDIP1,,,,,,,,,,,TEKT4,,,
,,,,,,,,,,,PPP3CB,,,,,,,,,,,CLASP1,,,
,,,,,,,,,,,MARF1,,,,,,,,,,,CFAP141,,,
,,,,,,,,,,,CCL27,,,,,,,,,,,INCENP,,,
,,,,,,,,,,,RNF112,,,,,,,,,,,CTNNB1,,,
,,,,,,,,,,,CRHR2,,,,,,,,,,,WRAP73,,,
,,,,,,,,,,,CCL19,,,,,,,,,,,CSRP3,,,
,,,,,,,,,,,NCR2,,,,,,,,,,,TUBD1,,,
,,,,,,,,,,,ATP6AP1,,,,,,,,,,,ZMYND10,,,
,,,,,,,,,,,TICAM2,,,,,,,,,,,ACTR2,,,
,,,,,,,,,,,INTS7,,,,,,,,,,,DCLRE1B,,,
,,,,,,,,,,,DDX17,,,,,,,,,,,CFAP107,,,
,,,,,,,,,,,CLDN2,,,,,,,,,,,DRC3,,,
,,,,,,,,,,,TANK,,,,,,,,,,,LYST,,,
,,,,,,,,,,,PNKP,,,,,,,,,,,MYO15A,,,
,,,,,,,,,,,RECQL5,,,,,,,,,,,TTLL3,,,
,,,,,,,,,,,TRIM38,,,,,,,,,,,MAP2,,,
,,,,,,,,,,,PHC1,,,,,,,,,,,SSX2IP,,,
,,,,,,,,,,,H2BC6,,,,,,,,,,,SLC2A1,,,
,,,,,,,,,,,MICB,,,,,,,,,,,WIPF2,,,
,,,,,,,,,,,SLF2,,,,,,,,,,,MYRIP,,,
,,,,,,,,,,,DRD4,,,,,,,,,,,RARA,,,
,,,,,,,,,,,CALCR,,,,,,,,,,,TNS4,,,
,,,,,,,,,,,CALCRL,,,,,,,,,,,CAPN2,,,
,,,,,,,,,,,HLTF,,,,,,,,,,,RILPL2,,,
,,,,,,,,,,,IRF7,,,,,,,,,,,RILPL1,,,
,,,,,,,,,,,CIAO3,,,,,,,,,,,HAX1,,,
,,,,,,,,,,,TENT4A,,,,,,,,,,,PFN2,,,
,,,,,,,,,,,HRAS,,,,,,,,,,,S100A9,,,
,,,,,,,,,,,ARG2,,,,,,,,,,,S100A12,,,
,,,,,,,,,,,PDZD7,,,,,,,,,,,S100A8,,,
,,,,,,,,,,,BRINP3,,,,,,,,,,,MAP6D1,,,
,,,,,,,,,,,SAP30BP,,,,,,,,,,,TNS1,,,
,,,,,,,,,,,FOSL1,,,,,,,,,,,BIN1,,,
,,,,,,,,,,,ANXA2,,,,,,,,,,,VHL,,,
,,,,,,,,,,,IFIT2,,,,,,,,,,,DVL1,,,
,,,,,,,,,,,MAPT,,,,,,,,,,,ANAPC5,,,
,,,,,,,,,,,KLRG1,,,,,,,,,,,TMEM201,,,
,,,,,,,,,,,PSMD14,,,,,,,,,,,TM4SF19,,,
,,,,,,,,,,,APOL1,,,,,,,,,,,CEP68,,,
,,,,,,,,,,,ADAM8,,,,,,,,,,,RASSF3,,,
,,,,,,,,,,,PAX9,,,,,,,,,,,ZNF207,,,
,,,,,,,,,,,SH3BP4,,,,,,,,,,,PKP4,,,
,,,,,,,,,,,LTA,,,,,,,,,,,ABI2,,,
,,,,,,,,,,,SELE,,,,,,,,,,,JAK1,,,
,,,,,,,,,,,LTB,,,,,,,,,,,CHD4,,,
,,,,,,,,,,,LST1,,,,,,,,,,,CR1,,,
,,,,,,,,,,,PRDX4,,,,,,,,,,,WASF2,,,
,,,,,,,,,,,GAS2L1,,,,,,,,,,,LRP1,,,
,,,,,,,,,,,SCT,,,,,,,,,,,SHMT2,,,
,,,,,,,,,,,SLC4A10,,,,,,,,,,,LRRFIP1,,,
,,,,,,,,,,,YWHAE,,,,,,,,,,,ROCK2,,,
,,,,,,,,,,,PRAP1,,,,,,,,,,,TBCD,,,
,,,,,,,,,,,SELL,,,,,,,,,,,RAB11FIP4,,,
,,,,,,,,,,,KCNK9,,,,,,,,,,,NEXN,,,
,,,,,,,,,,,BANF1,,,,,,,,,,,CCDC57,,,
,,,,,,,,,,,GLI1,,,,,,,,,,,RMDN2,,,
,,,,,,,,,,,NCR3,,,,,,,,,,,MYO1D,,,
,,,,,,,,,,,AIF1,,,,,,,,,,,CSNK1D,,,
,,,,,,,,,,,IRAK2,,,,,,,,,,,MAP3K11,,,
,,,,,,,,,,,ERCC6,,,,,,,,,,,LRRC45,,,
,,,,,,,,,,,GHRL,,,,,,,,,,,RAC3,,,
,,,,,,,,,,,0,,,,,,,,,,,ODF2L,,,
,,,,,,,,,,,WBP2,,,,,,,,,,,TUBA4B,,,
,,,,,,,,,,,ZNF236,,,,,,,,,,,SPTBN1,,,
,,,,,,,,,,,DTL,,,,,,,,,,,HNRNPU,,,
,,,,,,,,,,,SEC13,,,,,,,,,,,RAD51D,,,
,,,,,,,,,,,IGHV8-51-1,,,,,,,,,,,PPP1R12B,,,
,,,,,,,,,,,TBX1,,,,,,,,,,,ABL2,,,
,,,,,,,,,,,CYP24A1,,,,,,,,,,,ACTN2,,,
,,,,,,,,,,,TRIM65,,,,,,,,,,,STK17B,,,
,,,,,,,,,,,GUCY2F,,,,,,,,,,,TPM3,,,
,,,,,,,,,,,NCOA4,,,,,,,,,,,CLIC4,,,
,,,,,,,,,,,TLK1,,,,,,,,,,,CAPZB,,,
,,,,,,,,,,,MARS1,,,,,,,,,,,CDC42,,,
,,,,,,,,,,,EVPL,,,,,,,,,,,KIF1A,,,
,,,,,,,,,,,SRP68,,,,,,,,,,,SPAST,,,
,,,,,,,,,,,DRGX,,,,,,,,,,,SPICE1,,,
,,,,,,,,,,,PARG,,,,,,,,,,,EPB41,,,
,,,,,,,,,,,MSH5,,,,,,,,,,,ERMN,,,
,,,,,,,,,,,CRHR1,,,,,,,,,,,PDE4DIP,,,
,,,,,,,,,,,ANKHD1,,,,,,,,,,,CATIP,,,
,,,,,,,,,,,GSS,,,,,,,,,,,CENPF,,,
,,,,,,,,,,,CMA1,,,,,,,,,,,ACTR3,,,
,,,,,,,,,,,TIAL1,,,,,,,,,,,EVI5,,,
,,,,,,,,,,,RBX1,,,,,,,,,,,ESPN,,,
,,,,,,,,,,,CTSG,,,,,,,,,,,KCNAB2,,,
,,,,,,,,,,,TREX2,,,,,,,,,,,FNBP1L,,,
,,,,,,,,,,,ILDR2,,,,,,,,,,,CDCA8,,,
,,,,,,,,,,,WNT3,,,,,,,,,,,LMOD1,,,
,,,,,,,,,,,TFPI,,,,,,,,,,,DISC1,,,
,,,,,,,,,,,PTX3,,,,,,,,,,,USP33,,,
,,,,,,,,,,,TMEM258,,,,,,,,,,,GNAI3,,,
,,,,,,,,,,,AKAP1,,,,,,,,,,,KIFAP3,,,
,,,,,,,,,,,FEN1,,,,,,,,,,,CEP350,,,
,,,,,,,,,,,BOK,,,,,,,,,,,RAB29,,,
,,,,,,,,,,,FADS1,,,,,,,,,,,NLRP3,,,
,,,,,,,,,,,CCDC115,,,,,,,,,,,HSD3B2,,,
,,,,,,,,,,,THRB,,,,,,,,,,,KANK4,,,
,,,,,,,,,,,IGLV3-10,,,,,,,,,,,MAD2L2,,,
,,,,,,,,,,,IGLV3-9,,,,,,,,,,,CDC14A,,,
,,,,,,,,,,,IGLV2-8,,,,,,,,,,,KLHL20,,,
,,,,,,,,,,,IGLV4-3,,,,,,,,,,,IVNS1ABP,,,
,,,,,,,,,,,IGLV3-1,,,,,,,,,,,FAAH,,,
,,,,,,,,,,,IGLL5,,,,,,,,,,,YPEL5,,,
,,,,,,,,,,,CPNE7,,,,,,,,,,,PTPN7,,,
,,,,,,,,,,,SLC25A12,,,,,,,,,,,KIF14,,,
,,,,,,,,,,,IGLJ1,,,,,,,,,,,CAMSAP2,,,
,,,,,,,,,,,IGLC2,,,,,,,,,,,PLK3,,,
,,,,,,,,,,,IGLC3,,,,,,,,,,,NAV1,,,
,,,,,,,,,,,MSH5-SAPCD1,,,,,,,,,,,STMN1,,,
,,,,,,,,,,,HSPB6,,,,,,,,,,,KIF17,,,
,,,,,,,,,,,SCFD1,,,,,,,,,,,SCNN1D,,,
,,,,,,,,,,,DHX9,,,,,,,,,,,CFAP276,,,
,,,,,,,,,,,TERF1,,,,,,,,,,,NR1I3,,,
,,,,,,,,,,,PPP6C,,,,,,,,,,,LUZP1,,,
,,,,,,,,,,,CCL23,,,,,,,,,,,,,,
,,,,,,,,,,,RANGAP1,,,,,,,,,,,,,,
,,,,,,,,,,,ANGPTL4,,,,,,,,,,,,,,
,,,,,,,,,,,HSPA5,,,,,,,,,,,,,,
,,,,,,,,,,,SFR1,,,,,,,,,,,,,,
,,,,,,,,,,,CCL16,,,,,,,,,,,,,,
,,,,,,,,,,,VEZF1,,,,,,,,,,,,,,
,,,,,,,,,,,PHEX,,,,,,,,,,,,,,
,,,,,,,,,,,INO80C,,,,,,,,,,,,,,
,,,,,,,,,,,ACO1,,,,,,,,,,,,,,
,,,,,,,,,,,RAB11B,,,,,,,,,,,,,,
,,,,,,,,,,,CDK4,,,,,,,,,,,,,,
,,,,,,,,,,,COP1,,,,,,,,,,,,,,
,,,,,,,,,,,SERPINA1,,,,,,,,,,,,,,
,,,,,,,,,,,UBR2,,,,,,,,,,,,,,
,,,,,,,,,,,EPX,,,,,,,,,,,,,,
,,,,,,,,,,,PRPH2,,,,,,,,,,,,,,
,,,,,,,,,,,METTL1,,,,,,,,,,,,,,
,,,,,,,,,,,LYZL6,,,,,,,,,,,,,,
,,,,,,,,,,,KIR2DL3,,,,,,,,,,,,,,
,,,,,,,,,,,HLA-DMB,,,,,,,,,,,,,,
,,,,,,,,,,,ACKR3,,,,,,,,,,,,,,
,,,,,,,,,,,KCNIP2,,,,,,,,,,,,,,
,,,,,,,,,,,DTYMK,,,,,,,,,,,,,,
,,,,,,,,,,,USP10,,,,,,,,,,,,,,
,,,,,,,,,,,MIR224,,,,,,,,,,,,,,
,,,,,,,,,,,EMD,,,,,,,,,,,,,,
,,,,,,,,,,,HLA-DMA,,,,,,,,,,,,,,
,,,,,,,,,,,TOPORS,,,,,,,,,,,,,,
,,,,,,,,,,,NOTCH1,,,,,,,,,,,,,,
,,,,,,,,,,,MYOD1,,,,,,,,,,,,,,
,,,,,,,,,,,KCNC1,,,,,,,,,,,,,,
,,,,,,,,,,,TGFB2,,,,,,,,,,,,,,
,,,,,,,,,,,AANAT,,,,,,,,,,,,,,
,,,,,,,,,,,SP100,,,,,,,,,,,,,,
,,,,,,,,,,,BCL2A1,,,,,,,,,,,,,,
,,,,,,,,,,,RIOK3,,,,,,,,,,,,,,
,,,,,,,,,,,SPHK2,,,,,,,,,,,,,,
,,,,,,,,,,,RLIG1,,,,,,,,,,,,,,
,,,,,,,,,,,SPG21,,,,,,,,,,,,,,
,,,,,,,,,,,PLAT,,,,,,,,,,,,,,
,,,,,,,,,,,PCK1,,,,,,,,,,,,,,
,,,,,,,,,,,NSMCE3,,,,,,,,,,,,,,
,,,,,,,,,,,ZBP1,,,,,,,,,,,,,,
,,,,,,,,,,,KIR2DL1,,,,,,,,,,,,,,
,,,,,,,,,,,CNTNAP2,,,,,,,,,,,,,,
,,,,,,,,,,,IKBIP,,,,,,,,,,,,,,
,,,,,,,,,,,CD40,,,,,,,,,,,,,,
,,,,,,,,,,,FOLR1,,,,,,,,,,,,,,
,,,,,,,,,,,OR13H1,,,,,,,,,,,,,,
,,,,,,,,,,,KIR2DL4,,,,,,,,,,,,,,
,,,,,,,,,,,VPREB3,,,,,,,,,,,,,,
,,,,,,,,,,,IFT20,,,,,,,,,,,,,,
,,,,,,,,,,,NPC1,,,,,,,,,,,,,,
,,,,,,,,,,,GCNA,,,,,,,,,,,,,,
,,,,,,,,,,,FMO1,,,,,,,,,,,,,,
,,,,,,,,,,,KIR2DS1,,,,,,,,,,,,,,
,,,,,,,,,,,OPN1MW2,,,,,,,,,,,,,,
,,,,,,,,,,,PDCD7,,,,,,,,,,,,,,
,,,,,,,,,,,YWHAG,,,,,,,,,,,,,,
,,,,,,,,,,,SWSAP1,,,,,,,,,,,,,,
,,,,,,,,,,,ZP3,,,,,,,,,,,,,,
,,,,,,,,,,,SPRTN,,,,,,,,,,,,,,
,,,,,,,,,,,KCNMB1,,,,,,,,,,,,,,
,,,,,,,,,,,ADA,,,,,,,,,,,,,,
,,,,,,,,,,,EGLN1,,,,,,,,,,,,,,
,,,,,,,,,,,LCP2,,,,,,,,,,,,,,
,,,,,,,,,,,DSC2,,,,,,,,,,,,,,
,,,,,,,,,,,MYOCD,,,,,,,,,,,,,,
,,,,,,,,,,,PAPPA2,,,,,,,,,,,,,,
,,,,,,,,,,,KCNMB4,,,,,,,,,,,,,,
,,,,,,,,,,,ACTB,,,,,,,,,,,,,,
,,,,,,,,,,,FLYWCH1,,,,,,,,,,,,,,
,,,,,,,,,,,POLB,,,,,,,,,,,,,,
,,,,,,,,,,,SHLD2,,,,,,,,,,,,,,
,,,,,,,,,,,ZRANB3,,,,,,,,,,,,,,
,,,,,,,,,,,GPAM,,,,,,,,,,,,,,
,,,,,,,,,,,PLA2G4A,,,,,,,,,,,,,,
,,,,,,,,,,,POLH,,,,,,,,,,,,,,
,,,,,,,,,,,FAN1,,,,,,,,,,,,,,
,,,,,,,,,,,AVPR1A,,,,,,,,,,,,,,
,,,,,,,,,,,MSRB3,,,,,,,,,,,,,,
,,,,,,,,,,,CEP164,,,,,,,,,,,,,,
,,,,,,,,,,,ZEB1,,,,,,,,,,,,,,
,,,,,,,,,,,VDAC3,,,,,,,,,,,,,,
,,,,,,,,,,,TNKS1BP1,,,,,,,,,,,,,,
,,,,,,,,,,,KASH5,,,,,,,,,,,,,,
,,,,,,,,,,,SARM1,,,,,,,,,,,,,,
,,,,,,,,,,,SSRP1,,,,,,,,,,,,,,
,,,,,,,,,,,VCP,,,,,,,,,,,,,,
,,,,,,,,,,,PRG3,,,,,,,,,,,,,,
,,,,,,,,,,,PRG2,,,,,,,,,,,,,,
,,,,,,,,,,,HSPA1L,,,,,,,,,,,,,,
,,,,,,,,,,,UNC119,,,,,,,,,,,,,,
,,,,,,,,,,,POLR3G,,,,,,,,,,,,,,
,,,,,,,,,,,SELP,,,,,,,,,,,,,,
,,,,,,,,,,,FOXN3,,,,,,,,,,,,,,
,,,,,,,,,,,BPIFA2,,,,,,,,,,,,,,
,,,,,,,,,,,DSG2,,,,,,,,,,,,,,
,,,,,,,,,,,IGF2R,,,,,,,,,,,,,,
,,,,,,,,,,,MMP14,,,,,,,,,,,,,,
,,,,,,,,,,,DYRK2,,,,,,,,,,,,,,
,,,,,,,,,,,GABRG2,,,,,,,,,,,,,,
,,,,,,,,,,,BPIFB1,,,,,,,,,,,,,,
,,,,,,,,,,,USP51,,,,,,,,,,,,,,
,,,,,,,,,,,TFEB,,,,,,,,,,,,,,
,,,,,,,,,,,MTSS1,,,,,,,,,,,,,,
,,,,,,,,,,,CPEB1,,,,,,,,,,,,,,
,,,,,,,,,,,SMAD4,,,,,,,,,,,,,,
,,,,,,,,,,,PDXP,,,,,,,,,,,,,,
,,,,,,,,,,,KCNC2,,,,,,,,,,,,,,
,,,,,,,,,,,ARHGEF10L,,,,,,,,,,,,,,
,,,,,,,,,,,FCGRT,,,,,,,,,,,,,,
,,,,,,,,,,,CHSY1,,,,,,,,,,,,,,
,,,,,,,,,,,ROCK1,,,,,,,,,,,,,,
,,,,,,,,,,,GPR173,,,,,,,,,,,,,,
,,,,,,,,,,,BPIFB3,,,,,,,,,,,,,,
,,,,,,,,,,,EIF4G1,,,,,,,,,,,,,,
,,,,,,,,,,,METTL3,,,,,,,,,,,,,,
,,,,,,,,,,,FCAR,,,,,,,,,,,,,,
,,,,,,,,,,,GSR,,,,,,,,,,,,,,
,,,,,,,,,,,TAB3,,,,,,,,,,,,,,
,,,,,,,,,,,RCN3,,,,,,,,,,,,,,
,,,,,,,,,,,TNS2,,,,,,,,,,,,,,
,,,,,,,,,,,RFPL1,,,,,,,,,,,,,,
,,,,,,,,,,,HLA-E,,,,,,,,,,,,,,
,,,,,,,,,,,BRINP2,,,,,,,,,,,,,,
,,,,,,,,,,,ZNF516,,,,,,,,,,,,,,
,,,,,,,,,,,NEK7,,,,,,,,,,,,,,
,,,,,,,,,,,UBXN8,,,,,,,,,,,,,,
,,,,,,,,,,,GATA6,,,,,,,,,,,,,,
,,,,,,,,,,,CCL15,,,,,,,,,,,,,,
,,,,,,,,,,,FMR1,,,,,,,,,,,,,,
,,,,,,,,,,,RBBP8,,,,,,,,,,,,,,
,,,,,,,,,,,KIR3DL2,,,,,,,,,,,,,,
,,,,,,,,,,,PPP2CB,,,,,,,,,,,,,,
,,,,,,,,,,,TEX15,,,,,,,,,,,,,,
,,,,,,,,,,,CPT1A,,,,,,,,,,,,,,
,,,,,,,,,,,DGCR8,,,,,,,,,,,,,,
,,,,,,,,,,,IRF3,,,,,,,,,,,,,,
,,,,,,,,,,,ADAM9,,,,,,,,,,,,,,
,,,,,,,,,,,INPP5D,,,,,,,,,,,,,,
,,,,,,,,,,,DHX16,,,,,,,,,,,,,,
,,,,,,,,,,,ABHD12,,,,,,,,,,,,,,
,,,,,,,,,,,ENDOG,,,,,,,,,,,,,,
,,,,,,,,,,,SIRT1,,,,,,,,,,,,,,
,,,,,,,,,,,GABRB2,,,,,,,,,,,,,,
,,,,,,,,,,,RGS1,,,,,,,,,,,,,,
,,,,,,,,,,,ABCF1,,,,,,,,,,,,,,
,,,,,,,,,,,KYAT1,,,,,,,,,,,,,,
,,,,,,,,,,,SELENOM,,,,,,,,,,,,,,
,,,,,,,,,,,DNAJB12,,,,,,,,,,,,,,
,,,,,,,,,,,KIR3DL1,,,,,,,,,,,,,,
,,,,,,,,,,,RNF185,,,,,,,,,,,,,,
,,,,,,,,,,,MAP1LC3A,,,,,,,,,,,,,,
,,,,,,,,,,,B3GNT2,,,,,,,,,,,,,,
,,,,,,,,,,,UBE4A,,,,,,,,,,,,,,
,,,,,,,,,,,LRRC8A,,,,,,,,,,,,,,
,,,,,,,,,,,RAD52,,,,,,,,,,,,,,
,,,,,,,,,,,RNF125,,,,,,,,,,,,,,
,,,,,,,,,,,DYNLRB1,,,,,,,,,,,,,,
,,,,,,,,,,,ITCH,,,,,,,,,,,,,,
,,,,,,,,,,,PIGBOS1,,,,,,,,,,,,,,
,,,,,,,,,,,DEFB108B,,,,,,,,,,,,,,
,,,,,,,,,,,DEFB131B,,,,,,,,,,,,,,
,,,,,,,,,,,ADSS2,,,,,,,,,,,,,,
,,,,,,,,,,,KCNJ2,,,,,,,,,,,,,,
,,,,,,,,,,,CHP1,,,,,,,,,,,,,,
,,,,,,,,,,,ZACN,,,,,,,,,,,,,,
,,,,,,,,,,,DEPDC5,,,,,,,,,,,,,,
,,,,,,,,,,,CYLD,,,,,,,,,,,,,,
,,,,,,,,,,,CCL5,,,,,,,,,,,,,,
,,,,,,,,,,,FOXA2,,,,,,,,,,,,,,
,,,,,,,,,,,POLR3F,,,,,,,,,,,,,,
,,,,,,,,,,,RBBP9,,,,,,,,,,,,,,
,,,,,,,,,,,TRIM34,,,,,,,,,,,,,,
,,,,,,,,,,,SEMA4D,,,,,,,,,,,,,,
,,,,,,,,,,,PTPRK,,,,,,,,,,,,,,
,,,,,,,,,,,BRD8,,,,,,,,,,,,,,
,,,,,,,,,,,ASAH2,,,,,,,,,,,,,,
,,,,,,,,,,,STK25,,,,,,,,,,,,,,
,,,,,,,,,,,MXRA5,,,,,,,,,,,,,,
,,,,,,,,,,,ITPKA,,,,,,,,,,,,,,
,,,,,,,,,,,XPR1,,,,,,,,,,,,,,
,,,,,,,,,,,LTK,,,,,,,,,,,,,,
,,,,,,,,,,,MIR320C2,,,,,,,,,,,,,,
,,,,,,,,,,,TMEM145,,,,,,,,,,,,,,
,,,,,,,,,,,AKTIP,,,,,,,,,,,,,,
,,,,,,,,,,,PRF1,,,,,,,,,,,,,,
,,,,,,,,,,,RBCK1,,,,,,,,,,,,,,
,,,,,,,,,,,KIR2DS3,,,,,,,,,,,,,,
