regulation of response to stress,regulation of response to wounding,positive regulation of signal transduction by p53 class mediator,muscle contraction,detoxification of copper ion,immune response,hallmark inflammatory response,epithelium development,tissue development,cell adhesion,cell migration,response to stimulus,cellular response to stress,regulation of growth,regulation of cell population proliferation,intermediate filament cytoskeleton organization,S,G2/M ,G2/M transition of mitotic cell cycle,cell cycle G1/S phase transition,detection of mechanical stimulus,ATP-dependent chromatin remodeler activity,Cytoskeleton,P53 Pathway,Apoptosis,Inflamation
PBK,,,,,KDM6B,,,,COL8A2,AAMP,ADSL,OPTN,,ECRG4,,,,,,,,BCL2L10,,,
USP13,,,,,ST6GAL1,,,,PVR,ROBO3,HGF,PHF1,,TNFRSF8,,,,,,,,PPP1R18,,,
NCF1,,,,,LY96,,,,BCAM,IL12A,GZMA,ALKBH7,,RPS6,,,,,,,,TUBB,,,
TRIM5,,,,,AKAP8,,,,ICAM5,RHOC,NMB,MCM10,,ACER2,,,,,,,,CDC42SE2,,,
AHSG,,,,,ENPP1,,,,LMLN,FFAR2,MT4,CERT1,,RBBP4,,,,,,,,TUBB2B,,,
HRG,,,,,NRROS,,,,ICAM3,ADGRE2,MT2A,EEF1D,,TOB2,,,,,,,,RAB28,,,
BAG6,,,,,OPTN,,,,TSPAN32,EOMES,PLN,SUV39H2,,WNT5A,,,,,,,,TAF5,,,
CD74,,,,,NLRP6,,,,CADM3,CDC42BPA,MAN1A1,HDAC6,,CD6,,,,,,,,TUBB2A,,,
RAET1E,,,,,CERT1,,,,DLG1,CORO7,MT1E,FAS,,UMOD,,,,,,,,KIF16B,,,
TSLP,,,,,EMP2,,,,PEAR1,CALCA,MT1M,HERC2,,EPGN,,,,,,,,FRMPD2,,,
MAPKAPK2,,,,,CXCL13,,,,PBXIP1,NLRP12,GPI,RRP8,,MAD1L1,,,,,,,,ESRRA,,,
FADS2,,,,,WAS,,,,DSP,PAFAH1B1,SLC18A2,LRRC8C,,GLI2,,,,,,,,SORBS3,,,
TNF,,,,,TRIML2,,,,FAT2,PIK3R3,MT1A,ERCC8,,CHRNA10,,,,,,,,FRMPD4,,,
CD14,,,,,IFITM1,,,,SHC1,GPX1,IGF1R,RPA2,,CASK,,,,,,,,TAGLN2,,,
PROS1,,,,,TFE3,,,,IGDCC3,SEMA6B,MT1B,ATP13A2,,CXCL9,,,,,,,,TRIP6,,,
C2CD4A,,,,,FAS,,,,IGDCC4,ACVRL1,MT1F,CARTPT,,CXCL10,,,,,,,,FYB1,,,
C2CD4B,,,,,IFITM3,,,,CDK5R1,ARF4,CDK19,CCAR2,,CXCL11,,,,,,,,SIPA1L1,,,
NKG7,,,,,RAET1G,,,,HSPB1,GRAPL,MT1X,RPS6KA6,,AQP1,,,,,,,,TRIM9,,,
SIGLEC10,,,,,ULBP2,,,,ADAM15,TUBA1A,ALCAM,GSK3B,,GHRHR,,,,,,,,TRAF3IP1,,,
F12,,,,,IL2RA,,,,CLDN15,THBS4,CD68,VRK2,,IL11RA,,,,,,,,OCRL,,,
TNIP2,,,,,TSKU,,,,PCDH1,CXCR4,BCR,ERP44,,STK4,,,,,,,,PDLIM4,,,
PARPBP,,,,,CCL25,,,,NINJ2,ITGA5,PGF,TRIM25,,RHOG,,,,,,,,TUBG2,,,
PPP2R3C,,,,,GZMB,,,,PTPRD,NCKAP1L,MARCKS,HPF1,,CALR,,,,,,,,PDE6D,,,
INPP5F,,,,,ACKR4,,,,ITGA10,PRICKLE1,IGSF6,PIERCE1,,CEBPB,,,,,,,,PLEKHH3,,,
APOA1,,,,,IL2RB,,,,NRXN1,ITGAV,EIF2B2,PDK2,,BST2,,,,,,,,KANK1,,,
NFKB1,,,,,RNF39,,,,COL6A5,CD47,TNFRSF21,ATF4,,TIPIN,,,,,,,,BIRC5,,,
C1QTNF1,,,,,NFKB2,,,,DAG1,ARPC5,MLH3,GINS4,,MFN2,,,,,,,,BBS1,,,
PSMA6,,,,,HTN3,,,,CX3CR1,CXCR2,NR2F2,POLR2I,,MAP2K1,,,,,,,,LSM14A,,,
PARP3,,,,,TMEM45B,,,,CLDN25,CCR9,ASNS,CYREN,,NR4A3,,,,,,,,MCPH1,,,
TBK1,,,,,TRIM25,,,,NECTIN1,KITLG,DNAJC3,GTF2H2,,BAP1,,,,,,,,CDC42EP5,,,
NR1H2,,,,,CHST4,,,,TLN2,XCR1,CREB3,RFC1,,ZMPSTE24,,,,,,,,FAM110B,,,
GIGYF2,,,,,RBPJ,,,,S100A11,MARK2,FDX1,EME1,,IFT172,,,,,,,,ING4,,,
IL12B,,,,,LTBR,,,,ADGRE1,PDE4B,TRIM29,HDAC3,,P2RY6,,,,,,,,ACTN3,,,
RBM14,,,,,POLR3A,,,,FAP,PIK3C2B,COLEC10,ERCC4,,EMP2,,,,,,,,TTLL11,,,
SMARCA2,,,,,IGLV3-12,,,,LRFN4,EPHA4,SMAD7,TAF9,,IFITM1,,,,,,,,DDX60,,,
TLR3,,,,,IGLV2-11,,,,CD200R1,MSTN,HESX1,TLK2,,ACE2,,,,,,,,RAPSN,,,
FLOT1,,,,,IPO7,,,,LRP5,JAML,IL27,ECT2,,STAT5A,,,,,,,,TPGS1,,,
TOMM7,,,,,IRAK1,,,,RPSA,SEMA6C,NDUFAF4,IRAK1,,HDAC6,,,,,,,,KIF12,,,
CYP19A1,,,,,ANKRD17,,,,FLOT2,POMGNT2,SGF29,EZH2,,ILK,,,,,,,,SPMIP6,,,
LETMD1,,,,,CARD9,,,,SPON2,EDN2,MSMP,ERN2,,IGFBP3,,,,,,,,PPP2R2B,,,
ASH1L,,,,,TRIM74,,,,IGSF9,STRIP2,CTNNA1,RBBP7,,IL2RA,,,,,,,,HSPA2,,,
UIMC1,,,,,PRKCB,,,,JUP,PRKCI,HSBP1L1,CARD9,,LRRC32,,,,,,,,MZT2A,,,
PAK3,,,,,LBP,,,,PLEKHA7,NRCAM,RINT1,UBE2V2,,ACER3,,,,,,,,RHOBTB2,,,
YTHDF2,,,,,TRIM56,,,,EMILIN1,CD177,PNPT1,DDB1,,OSR2,,,,,,,,TUBA3D,,,
HAVCR2,,,,,PDIA3,,,,FERMT3,TNFSF14,ATG5,FANCC,,ZBTB49,,,,,,,,SHROOM4,,,
PIK3R1,,,,,NAIP,,,,MUC16,CELSR2,TTC4,RBBP6,,BEX4,,,,,,,,MYO1A,,,
PIAS4,,,,,GNL1,,,,CNTN1,USP45,SERPINA3,PDIA3,,WWC3,,,,,,,,SFI1,,,
MAP2K2,,,,,MARCHF2,,,,ITGB4,SELPLG,ASB11,PTK2,,CCN1,,,,,,,,RAB22A,,,
CREB3L3,,,,,TRIM7,,,,CLDN18,TCP11L2,CD19,GNL1,,CCND3,,,,,,,,MAP7D2,,,
DNAJC7,,,,,TRIM50,,,,ITGA3,DRD2,CNIH1,SWI5,,GATA1,,,,,,,,ALDOB,,,
SIRT6,,,,,TRIM41,,,,COL16A1,PHLDB2,ADD3,FANCG,,KIT,,,,,,,,KIFC2,,,
TREX1,,,,,THEMIS,,,,FBLN7,GATA2,SPAAR,GTF2H2C_2,,SPINT2,,,,,,,,PREPL,,,
HSP90B1,,,,,NMBR,,,,ITGA7,PKN1,OR2S2,SP7,,NR4A1,,,,,,,,KRT24,,,
PIM1,,,,,IFNA17,,,,SYMPK,PRPF40A,USP14,SP1,,DDR1,,,,,,,,KRT25,,,
RAB7B,,,,,IFNA14,,,,GP6,GIPC1,CYP2F1,ATXN3,,HTN3,,,,,,,,KRT27,,,
USF1,,,,,IFNA5,,,,ESAM,RTN4,PIGA,HSPA6,,FUT1,,,,,,,,KRT28,,,
ABL1,,,,,IFNA2,,,,ROBO3,FSTL1,ULBP3,CBX5,,MARVELD3,,,,,,,,CCDC14,,,
MID1,,,,,IFNA8,,,,ROBO4,GPC1,AKAP12,NFE2,,RBPJ,,,,,,,,KRT10,,,
TNC,,,,,IFNA1,,,,HEPACAM,PEX13,RAET1L,PDCD6,,PPP1R9B,,,,,,,,USP26,,,
NECTIN4,,,,,IFNE,,,,PKP1,CNN2,SLC52A3,CDK1,,CAPNS1,,,,,,,,CFAP70,,,
LRRK2,,,,,LYAR,,,,CSRP1,ITGB1BP1,REG3G,UFL1,,WDR62,,,,,,,,ARPC4-TTLL3,,,
NLRC5,,,,,SCART1,,,,NRXN2,SYDE2,ATP7B,GTF2H5,,CD9,,,,,,,,MTA1,,,
SIN3A,,,,,TRIM52,,,,ADGRE2,ADAM17,VEGFD,KCNK2,,SHH,,,,,,,,KIF4A,,,
HLA-B,,,,,NECTIN2,,,,CALCA,GBX2,PKHD1L1,SEC61B,,AMBN,,,,,,,,GDPD2,,,
DHX58,,,,,NKX2-3,,,,DLG2,SCG2,PTEN,CIB1,,NACA,,,,,,,,VIM,,,
NFKBIL1,,,,,TAX1BP1,,,,AZGP1,IL10,CD80,BRIP1,,IRAK1,,,,,,,,TTC29,,,
KAT2A,,,,,CD274,,,,MPZL3,MST1R,WDHD1,EYA2,,EZH2,,,,,,,,PARVG,,,
HSP90AA1,,,,,PF4V1,,,,DLG4,SEMA3F,REG1A,RPS27L,,USP17L2,,,,,,,,BIN3,,,
OAS1,,,,,CXCL1,,,,PKP2,SATB2,STRC,ZMYND8,,EXTL3,,,,,,,,BSN,,,
GP1BA,,,,,PF4,,,,NLGN1,CTNNB1,OR1D5,TRIP13,,MTA3,,,,,,,,PACSIN2,,,
ARNT,,,,,PDCD1LG2,,,,LIMS1,NR4A2,THG1L,TICRR,,CHP2,,,,,,,,TTLL1,,,
TSPAN6,,,,,CXCL5,,,,MYBPH,LAMTOR2,OR4N4,MCM4,,NR2E3,,,,,,,,RGS22,,,
OAS3,,,,,CXCL3,,,,THBS4,LCK,TNFAIP1,FZR1,,TFAP2C,,,,,,,,TTLL12,,,
OTUD4,,,,,IFNK,,,,ROBO2,ARHGEF16,MMS19,FANCI,,JTB,,,,,,,,AFAP1,,,
CORO2B,,,,,IL1R1,,,,ITGA5,NCKAP1,FAM210B,GLRX2,,FGF20,,,,,,,,CDH26,,,
MKRN2,,,,,LY86,,,,PRICKLE1,GPR15,SMCHD1,MYO6,,CTHRC1,,,,,,,,CEP170,,,
PARP1,,,,,GAPDH,,,,OPCML,RAB1A,AURKA,RIPK2,,HOXA5,,,,,,,,SNAP25,,,
RNF170,,,,,HLA-C,,,,ITGAV,LYST,POLDIP2,IFFO1,,PTK2,,,,,,,,RABL2B,,,
ANO6,,,,,TRBV7-1,,,,CD47,SCHIP1,OR4M2B,TOR1A,,COX17,,,,,,,,LZTS2,,,
TAF6,,,,,TRBV17,,,,VMP1,CCR7,OR4N4C,TP63,,NMBR,,,,,,,,P4HB,,,
IRF4,,,,,TRBV27,,,,FZD4,TNS1,SPN,GABARAP,,HPN,,,,,,,,CIBAR1,,,
CRHBP,,,,,GATA3,,,,KITLG,S100A9,LSM5,NBN,,SP1,,,,,,,,WBP2NL,,,
TLR9,,,,,TRBV7-2,,,,EPHA4,S100A12,TMEM199,PGK1,,FZD9,,,,,,,,TUBG1,,,
STK19,,,,,HK1,,,,CADM1,S100A8,TAOK2,NME3,,PROK1,,,,,,,,TUBGCP6,,,
PRDX1,,,,,HLA-G,,,,JAML,S100A7A,EPAS1,SLC2A4,,PDCD6,,,,,,,,CDC25B,,,
KDM6A,,,,,PRSS2,,,,VSIG10,S100A7,FOXO3,HSPD1,,CDKN2A,,,,,,,,RAD21,,,
KNG1,,,,,IL1RL2,,,,SSPN,P2RY1,TRAM1,HSPA1B,,NKX2-3,,,,,,,,KLHL42,,,
GPRC5B,,,,,TRBV23-1,,,,IL1RAP,EPHB3,VTN,FER,,PITX2,,,,,,,,KAT5,,,
FCN2,,,,,IL1RL1,,,,TNIP1,PLEKHO1,CRTAM,ERCC6L,,CDK1,,,,,,,,CEP290,,,
FCN1,,,,,TRBV28,,,,ATP1B1,HES1,AP1S1,MDC1,,FGFR4,,,,,,,,IQGAP1,,,
KLK3,,,,,HLA-DPA1,,,,LAMB4,ACAP3,LY6D,EID3,,APOE,,,,,,,,CFL1,,,
SPINK5,,,,,HLA-DQA1,,,,PSG5,PIK3CB,NCOA2,HUWE1,,UFL1,,,,,,,,SGCD,,,
ELP6,,,,,HLA-DQB1,,,,CLDN11,IL6R,MYO1C,HMGA2,,CD274,,,,,,,,MSN,,,
NACC2,,,,,TRBV14,,,,STAB1,CCR4,DHRS2,CHAC1,,CXCL1,,,,,,,,CLK3,,,
UCHL5,,,,,TRBV4-2,,,,AMIGO2,TMEM201,MORC1,INO80,,PF4,,,,,,,,CNTRL,,,
FBXW7,,,,,TRBV5-1,,,,NRCAM,PIK3CD,RNF135,GFAP,,PDCD1LG2,,,,,,,,HYLS1,,,
PAGE4,,,,,TRBV16,,,,CD177,ERRFI1,OMG,ERCC2,,CXCL5,,,,,,,,CDK16,,,
USP27X,,,,,TRBV6-1,,,,APLP1,ABI2,OPRM1,CEBPD,,IFNK,,,,,,,,CDH1,,,
DDX3X,,,,,TRBV6-4,,,,SIGLEC5,WASF2,FEZ1,PRKDC,,ATXN1L,,,,,,,,PEAK1,,,
ATRIP,,,,,TRBV6-2,,,,CELSR2,NRP2,CYP11A1,FNIP1,,CNOT6L,,,,,,,,TRIM43,,,
IL6ST,,,,,TRBV3-1,,,,NCAM1,ERBB4,ELL3,EME2,,KCNK2,,,,,,,,MZT2B,,,
BAX,,,,,TRBV29-1,,,,SELPLG,SIX3,OMA1,DAB2IP,,S1PR3,,,,,,,,TUBA3E,,,
SF3B5,,,,,BCL6B,,,,EPCAM,SIX2,PTPN13,DDX1,,GATA3,,,,,,,,RRP7A,,,
ZDHHC4,,,,,CLEC10A,,,,SIGLEC9,MERTK,RNF139,BAZ1B,,CIB1,,,,,,,,EML2,,,
EPHB2,,,,,ASGR1,,,,SUSD5,RAC3,INO80E,CASP4,,HLA-G,,,,,,,,RAB6C,,,
NFKBIA,,,,,DEFB131A,,,,CD33,NF1,SEMA7A,HNRNPA1,,BRD9,,,,,,,,CFAP91,,,
NLRP13,,,,,RIPK2,,,,CD84,RERE,NPC2,ERLIN2,,HLA-DPA1,,,,,,,,DYNC1I2,,,
IL6,,,,,MARCHF1,,,,ADGRE5,SORL1,BCAP31,TLR4,,FZR1,,,,,,,,MAD1L1,,,
DPF1,,,,,TNF,,,,CLCA2,FBXO41,CD36,USP9X,,ODAM,,,,,,,,KIF21A,,,
SMARCC2,,,,,FOXP3,,,,LPP,COL3A1,BRCA2,HINFP,,HOXA3,,,,,,,,TMSB4X,,,
MMP3,,,,,USP20,,,,FBLIM1,CYP1B1,SLC24A1,KICS2,,BCL6B,,,,,,,,DAW1,,,
MACIR,,,,,IL13,,,,PKP3,HTR6,SNW1,HSPA1A,,RIPK2,,,,,,,,KIAA1217,,,
MMP12,,,,,CFI,,,,RTN4,CDC42,UBL7,RHBDD2,,DVL2,,,,,,,,KIF5C,,,
ATXN7L3,,,,,PHB2,,,,BCL6,ITGB6,PIK3C3,SNCA,,FOXP3,,,,,,,,ARSJ,,,
PPP4R3C,,,,,PRKDC,,,,ITGB1BP1,ITGA6,RB1,GNAS,,TP63,,,,,,,,RHOG,,,
CYBA,,,,,TF,,,,ADAM17,NCK1,APOBEC3D,ABCB10,,CRLF1,,,,,,,,PLEC,,,
CCR2,,,,,TLR10,,,,DDR2,DNER,COL4A2,RNF186,,IL13,,,,,,,,CNR1,,,
IL16,,,,,HRH2,,,,PTPRS,POU3F3,KCMF1,RAD9A,,KRIT1,,,,,,,,FKBP15,,,
LTF,,,,,TLR6,,,,FLRT1,TMEM18,PLD4,ESCO2,,PHB2,,,,,,,,CFAP126,,,
KLKB1,,,,,DAB2IP,,,,TGFBR2,ADORA1,DPYSL3,CREBRF,,HSPA1B,,,,,,,,RAB3IP,,,
TRAF3,,,,,PSTPIP1,,,,CTNNB1,CCR8,PLAA,EHMT2,,FER,,,,,,,,POC1A,,,
RNF126,,,,,DDX1,,,,RAB1A,DISC1,RTF2,PBK,,RPS4X,,,,,,,,TWF2,,,
VPS13C,,,,,IL32,,,,SSX2IP,PLXNA2,EMX2,TRIM39,,CHRM1,,,,,,,,APBB3,,,
PLA2G10,,,,,CASP4,,,,PXDN,USP33,RNASEH2B,PRKRA,,CITED1,,,,,,,,MAP2K1,,,
MYC,,,,,IFNA13,,,,S100A9,CSF3R,CRKL,SCARA5,,DLL4,,,,,,,,NPFFR2,,,
IL23A,,,,,TLR4,,,,S100A8,F11R,HSF1,POLN,,HMGA2,,,,,,,,PARD3,,,
TRIM62,,,,,HMGB3,,,,EPHB3,SDC3,OR4L1,SMARCAD1,,AGER,,,,,,,,AKAP9,,,
TRIM28,,,,,RASGRP1,,,,HES1,TNR,OR11H6,BRAT1,,GFAP,,,,,,,,CORO1C,,,
CTSS,,,,,TAP1,,,,BOC,PROX1,TTC5,FBXO22,,TCF7L2,,,,,,,,PPP1R42,,,
PPARG,,,,,CCL26,,,,LSAMP,SLAMF1,INPP5K,SLC30A9,,PRKDC,,,,,,,,MFN2,,,
GBP2,,,,,CCL24,,,,PLEK,EPHA2,GML,BAG6,,FNIP1,,,,,,,,CFAP100,,,
FANCA,,,,,ZDHHC11,,,,CD96,KIAA0319L,PPP4C,WDR45,,DPP4,,,,,,,,RPGRIP1L,,,
BMP10,,,,,TMEM120A,,,,MXRA8,SEMA4F,CYP11B2,SHPRH,,DAB2IP,,,,,,,,KLHL5,,,
FGR,,,,,TRIM14,,,,PIK3CB,FMNL2,UPK1B,MAPKAPK2,,RREB1,,,,,,,,TUBB3,,,
TP53BP1,,,,,CLU,,,,RAP2B,VANGL2,GSTO2,PAGR1,,AGTR1,,,,,,,,AUNIP,,,
ERBIN,,,,,ALPK1,,,,SDK2,NHLH2,BRSK1,KIF22,,CCPG1,,,,,,,,CEP19,,,
SBNO1,,,,,HLA-DPB1,,,,CLSTN1,VCAM1,ADCY8,FAM8A1,,MAB21L2,,,,,,,,CASK,,,
REG3A,,,,,F2RL1,,,,VAMP3,NAV1,FABP1,PRMT6,,BCL7B,,,,,,,,KIFC1,,,
PTGS2,,,,,CNPY3,,,,PKP4,SH3D21,TRAT1,MAPK8IP3,,CCN6,,,,,,,,PLK2,,,
DDAH1,,,,,TRIM39,,,,AATF,PTPRF,SERPINF2,PAK6,,ZNF703,,,,,,,,PHF1,,,
CHUK,,,,,PRKRA,,,,MIP,ASTN1,CIB2,SDE2,,PRL,,,,,,,,MTUS1,,,
ECSIT,,,,,NCF1,,,,NRP2,,ZNFX1,PIF1,,TLR4,,,,,,,,KIF2C,,,
ACTR8,,,,,H2BC8,,,,PARD3B,,CMKLR1,PARPBP,,DBH,,,,,,,,TACC3,,,
FANCD2,,,,,H2BC7,,,,SNED1,,REG1B,APOA4,,FAM98B,,,,,,,,WAS,,,
IRAK3,,,,,TNFSF13,,,,NEXN,,MRAS,SMG1,,CCL26,,,,,,,,LANCL2,,,
PTN,,,,,IGHV3OR16-9,,,,CGREF1,,SERPINF1,PRKAA1,,CCL24,,,,,,,,LLGL2,,,
EIF2AK2,,,,,C2,,,,MERTK,,MAPK3,ASH2L,,HSPA1A,,,,,,,,NOL9,,,
PIK3CG,,,,,IGHV4OR15-8,,,,KIRREL1,,SEMA3C,RHOB,,GDF9,,,,,,,,HERC2,,,
HELB,,,,,TRIM5,,,,CD1D,,C5AR1,CCDC13,,COPS9,,,,,,,,ILK,,,
ISG15,,,,,HLA-B,,,,COL3A1,,WDR76,MCL1,,CLU,,,,,,,,HDAC6,,,
SERPINC1,,,,,CD27,,,,ABL2,,RNF7,NOX1,,EREG,,,,,,,,DNAH5,,,
NFRKB,,,,,HRG,,,,ACTN2,,DERL1,TBL2,,AREG,,,,,,,,CDK5RAP2,,,
CCL1,,,,,PIK3R5,,,,CYP1B1,,RPA1,PARP3,,HLA-DPB1,,,,,,,,SEPTIN9,,,
PHB1,,,,,IL5RA,,,,BCL2L11,,PLAU,UBE2B,,F2R,,,,,,,,MYO5A,,,
SCIMP,,,,,ADAMDEC1,,,,ITGB6,,SH3RF1,GIGYF2,,DUSP1,,,,,,,,KNTC1,,,
RSAD2,,,,,CD74,,,,ITGA6,,USP1,LAMP2,,ESR1,,,,,,,,STPG3,,,
RNF144A,,,,,TAP2,,,,CD200,,ANKRD1,CCS,,INSL4,,,,,,,,NPHP1,,,
LPL,,,,,CD1A,,,,COL8A1,,FCHSD1,FLOT1,,GSTP1,,,,,,,,CLRN1,,,
INSL3,,,,,CD1C,,,,CCR8,,SOX9,MBTPS1,,EAPP,,,,,,,,ZBTB49,,,
YY1,,,,,CD1B,,,,ASTL,,APEX1,EXD2,,PRKRA,,,,,,,,BEX4,,,
NMI,,,,,CD1E,,,,TNN,,TACR1,SEL1L,,TNFSF13,,,,,,,,HIP1R,,,
TRAF3IP2,,,,,HLA-A,,,,CSF3R,,ANGPTL3,FAF2,,PRAMEF15,,,,,,,,CCAR2,,,
TNFAIP6,,,,,TRIM75,,,,F11R,,JAK2,UIMC1,,PRAMEF14,,,,,,,,TAF1A,,,
PDGFA,,,,,RAET1E,,,,TNR,,FNIP2,LONP1,,PRAMEF17,,,,,,,,NPHP3-ACAD11,,,
RIF1,,,,,TSLP,,,,DPT,,PPARGC1B,ULK1,,HPGDS,,,,,,,,NOSTRIN,,,
ATF6,,,,,TRIM26,,,,ITGB3BP,,BCKDHB,PAK3,,PHOX2B,,,,,,,,C2CD3,,,
IL17A,,,,,IL24,,,,SLAMF1,,CETN1,PIK3R1,,FRS2,,,,,,,,NEK1,,,
THBS1,,,,,FCMR,,,,SLAMF7,,HYOU1,PIAS4,,HRG,,,,,,,,KIF5A,,,
IL17F,,,,,FCAMR,,,,LY9,,TM7SF3,ZBTB7A,,IL5RA,,,,,,,,PIERCE1,,,
MICA,,,,,ZNF683,,,,PTPRC,,AK4,CREB3L3,,EGF,,,,,,,,HSD3B1,,,
HLA-DRB1,,,,,CD14,,,,EPHA2,,HCK,NEIL1,,CD74,,,,,,,,ATF4,,,
EGFR,,,,,CXCR6,,,,CPLANE2,,TMC1,SIRT6,,ST18,,,,,,,,SAMD14,,,
EIF2AK4,,,,,NKG7,,,,CD58,,SCO2,TREX1,,RHOA,,,,,,,,PPP1R9B,,,
STUB1,,,,,SIGLEC10,,,,KIF14,,SLC12A2,HSP90B1,,TSLP,,,,,,,,SRA1,,,
LGALS9,,,,,EBAG9,,,,VCAM1,,OR6S1,WAC,,KLHL41,,,,,,,,TBCB,,,
KLK5,,,,,C9,,,,FLG2,,ABCG1,ABL1,,IL24,,,,,,,,SYNE2,,,
FBLN5,,,,,KRT16,,,,LRRN2,,RNASE4,MPG,,TNF,,,,,,,,STN1,,,
KLK7,,,,,F12,,,,MPZ,,FUCA2,TNC,,ZBTB16,,,,,,,,PDLIM1,,,
GPR108,,,,,HLA-DRB3,,,,PTPRF,,MCOLN2,CASP3,,TNXB,,,,,,,,WDR62,,,
IRF5,,,,,APOA4,,,,ASTN1,,RNASE6,TOP3A,,FGFRL1,,,,,,,,SGCA,,,
FIGNL2,,,,,NFKB1,,,,,,SLC17A5,TDG,,KLF11,,,,,,,,SH3KBP1,,,
SEMA4C,,,,,ACKR2,,,,,,RNASE1,LRRK2,,BTNL2,,,,,,,,TBCE,,,
POLQ,,,,,TBK1,,,,,,RNASE2,SIN3A,,DAB2,,,,,,,,ARHGAP39,,,
AKT3,,,,,IL12B,,,,,,WASF1,DCLRE1C,,SPEG,,,,,,,,DYNLT2,,,
SHPK,,,,,RBM14,,,,,,PROK2,PPM1D,,VIPR1,,,,,,,,MCF2,,,
NLRP8,,,,,TRIM11,,,,,,APPL1,HSP90AA1,,MIR320B2,,,,,,,,ZNF131,,,
NLRP5,,,,,TRIM17,,,,,,RNASE13,RAD1,,EDN3,,,,,,,,PPL,,,
NLRP2B,,,,,TLR3,,,,,,RNASE7,PPP2R5C,,INHA,,,,,,,,KNSTRN,,,
C3,,,,,GARIN5A,,,,,,RNASE8,ARNT,,ECM1,,,,,,,,TMSB15C,,,
MFHAS1,,,,,TEC,,,,,,NPS,OTUD4,,PRC1,,,,,,,,DMTN,,,
TADA3,,,,,IL34,,,,,,NCCRP1,POLD1,,DLG3,,,,,,,,TLK2,,,
TTBK1,,,,,ITK,,,,,,IFNL1,ZMAT3,,PRKAA1,,,,,,,,CCDC78,,,
CXCL12,,,,,CFB,,,,,,RNF149,PARP1,,ASH2L,,,,,,,,ECT2,,,
SOCS3,,,,,PNMA1,,,,,,BAG3,GPR155,,WNT3A,,,,,,,,MAPK6,,,
PRKAR1B,,,,,YTHDF2,,,,,,SOX14,PIK3CA,,NOX1,,,,,,,,WASHC1,,,
MMP26,,,,,HAVCR2,,,,,,FBXO5,CEBPE,,ENPP7,,,,,,,,CCDC146,,,
NOD2,,,,,PIK3R1,,,,,,APPL2,RFC4,,IL12B,,,,,,,,SLC4A1,,,
ACP5,,,,,CCR6,,,,,,RPS3,STAC,,CCNB1,,,,,,,,JTB,,,
ILRUN,,,,,RAB44,,,,,,C8G,DOT1L,,SMARCA2,,,,,,,,MAP7,,,
AJUBA,,,,,TREX1,,,,,,RBMX,KDM6A,,EMC10,,,,,,,,HOXA13,,,
FGB,,,,,BACH2,,,,,,MAPK8IP2,HSBP1,,IL34,,,,,,,,ARHGEF18,,,
FERMT2,,,,,POLR3K,,,,,,OR4F4,FANCM,,SLC39A9,,,,,,,,NEK6,,,
FGA,,,,,TNFSF8,,,,,,CST1,BOD1L1,,CLDN19,,,,,,,,RBBP6,,,
FGG,,,,,VNN1,,,,,,CST4,SEM1,,P3H1,,,,,,,,PMM2,,,
TELO2,,,,,NLRC5,,,,,,ULBP1,RAD9B,,PIM2,,,,,,,,FKBP6,,,
FGF2,,,,,DHX58,,,,,,PAF1,ELP6,,THAP12,,,,,,,,CEP104,,,
FADD,,,,,DCLRE1C,,,,,,PTGDS,RIPOR1,,ELN,,,,,,,,AK9,,,
RIGI,,,,,OAS1,,,,,,ARSA,PDK4,,ULK1,,,,,,,,CENPE,,,
UBE2K,,,,,TRAF4,,,,,,RUVBL1,WNK3,,B4GALT7,,,,,,,,MYO3B,,,
IL33,,,,,OAS3,,,,,,PENK,INIP,,MARCKSL1,,,,,,,,CIMAP1D,,,
RTCA,,,,,OTUD4,,,,,,OR5AU1,UCHL5,,FGFR1,,,,,,,,NPM3,,,
TADA2B,,,,,IFIT5,,,,,,FUT7,FBXW7,,HAVCR2,,,,,,,,BBS2,,,
ERP29,,,,,OAS2,,,,,,SUPT16H,RWDD1,,PLXNB1,,,,,,,,CCDC6,,,
TIFA,,,,,SRPK1,,,,,,MORF4L2,TAF1,,PIK3R1,,,,,,,,CIMIP2B,,,
TRAFD1,,,,,PARP1,,,,,,MAP1LC3B2,DDX3X,,HLX,,,,,,,,RPGR,,,
GPR4,,,,,RNF170,,,,,,LRAT,ATRIP,,SIRT6,,,,,,,,CDK1,,,
DDIT3,,,,,TLR9,,,,,,ING2,ZFYVE1,,PIM1,,,,,,,,CD274,,,
TRRAP,,,,,PRDX1,,,,,,SMAD9,ALKBH3,,ABL1,,,,,,,,PTK2,,,
CLEC12B,,,,,FCN2,,,,,,DPM1,BAX,,TNFSF8,,,,,,,,USH1G,,,
AKT1,,,,,FCN1,,,,,,ANG,CDC14B,,TNC,,,,,,,,GPSM2,,,
SLF1,,,,,C4A,,,,,,PARP4,UBA5,,CASP3,,,,,,,,CFAP46,,,
MACROH2A1,,,,,HVCN1,,,,,,XRCC3,CHD2,,LRRK2,,,,,,,,DYNLT4,,,
PCBP2,,,,,CIITA,,,,,,WFDC13,MMS22L,,AKIRIN1,,,,,,,,FRMD4A,,,
SUSD4,,,,,HLA-DRB1,,,,,,SH2B3,PCGF2,,PPM1D,,,,,,,,CIB1,,,
ADCYAP1R1,,,,,TENM1,,,,,,CACNA1F,NFKBIA,,PPP2R5C,,,,,,,,IST1,,,
